Timestamp: 2/3/2025 10:09:36 PM, Millisecond: 560,current eyeGaze_left: Position (-0.0445021, 0.6299675, 0.02927762), Orientation(-0.0004690046, 0.009032683, -0.03261919, 0.999427), Confidence: 0.9980469
Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 782,current eyeGaze_left: Position (-0.03868668, 0.6357169, 0.02739718), Orientation(0.08409395, -0.02383267, -0.04138254, 0.9953129), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 795,current eyeGaze_left: Position (-0.03872333, 0.6357363, 0.02713173), Orientation(0.08369655, -0.02598613, -0.04076186, 0.9953181), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 808,current eyeGaze_left: Position (-0.03872333, 0.6357363, 0.02713173), Orientation(0.08369655, -0.02598613, -0.04076186, 0.9953181), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 823,current eyeGaze_left: Position (-0.03869554, 0.6355605, 0.02686507), Orientation(0.0832096, -0.02533547, -0.04002699, 0.9954057), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 836,current eyeGaze_left: Position (-0.03869554, 0.6355605, 0.02686507), Orientation(0.0832096, -0.02533547, -0.04002699, 0.9954057), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 851,current eyeGaze_left: Position (-0.03869554, 0.6355605, 0.02686507), Orientation(0.0832096, -0.02533547, -0.04002699, 0.9954057), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 864,current eyeGaze_left: Position (-0.03861639, 0.6352562, 0.02667569), Orientation(0.08212563, -0.02523001, -0.03898681, 0.9955396), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 879,current eyeGaze_left: Position (-0.03861639, 0.6352562, 0.02667569), Orientation(0.08212563, -0.02523001, -0.03898681, 0.9955396), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 892,current eyeGaze_left: Position (-0.03851035, 0.6350504, 0.02656708), Orientation(0.08204458, -0.02510244, -0.03776165, 0.9955967), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 905,current eyeGaze_left: Position (-0.03851035, 0.6350504, 0.02656708), Orientation(0.08204458, -0.02510244, -0.03776165, 0.9955967), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 920,current eyeGaze_left: Position (-0.03829219, 0.634868, 0.0264631), Orientation(0.08287003, -0.02423939, -0.03659883, 0.9955933), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 933,current eyeGaze_left: Position (-0.03829219, 0.634868, 0.0264631), Orientation(0.08287003, -0.02423939, -0.03659883, 0.9955933), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 948,current eyeGaze_left: Position (-0.03829219, 0.634868, 0.0264631), Orientation(0.08287003, -0.02423939, -0.03659883, 0.9955933), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 961,current eyeGaze_left: Position (-0.03790702, 0.6346635, 0.02632906), Orientation(0.08303648, -0.02368574, -0.03565308, 0.995627), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 975,current eyeGaze_left: Position (-0.03790702, 0.6346635, 0.02632906), Orientation(0.08303648, -0.02368574, -0.03565308, 0.995627), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:37 PM, Millisecond: 990,current eyeGaze_left: Position (-0.03734159, 0.6344661, 0.02611404), Orientation(0.08332951, -0.02376878, -0.03504616, 0.9956221), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 3,current eyeGaze_left: Position (-0.03734159, 0.6344661, 0.02611404), Orientation(0.08332951, -0.02376878, -0.03504616, 0.9956221), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 18,current eyeGaze_left: Position (-0.03734159, 0.6344661, 0.02611404), Orientation(0.08332951, -0.02376878, -0.03504616, 0.9956221), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 31,current eyeGaze_left: Position (-0.03662335, 0.6341692, 0.02578765), Orientation(0.0810789, -0.0242888, -0.03462721, 0.9958099), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 46,current eyeGaze_left: Position (-0.03662335, 0.6341692, 0.02578765), Orientation(0.0810789, -0.0242888, -0.03462721, 0.9958099), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 60,current eyeGaze_left: Position (-0.03565, 0.6338719, 0.02530231), Orientation(0.08240387, -0.02375666, -0.03375855, 0.9957438), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 73,current eyeGaze_left: Position (-0.03565, 0.6338719, 0.02530231), Orientation(0.08240387, -0.02375666, -0.03375855, 0.9957438), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 88,current eyeGaze_left: Position (-0.03440836, 0.6336872, 0.0246593), Orientation(0.0820511, -0.0221977, -0.0333281, 0.9958234), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 101,current eyeGaze_left: Position (-0.03440836, 0.6336872, 0.0246593), Orientation(0.0820511, -0.0221977, -0.0333281, 0.9958234), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 115,current eyeGaze_left: Position (-0.03440836, 0.6336872, 0.0246593), Orientation(0.0820511, -0.0221977, -0.0333281, 0.9958234), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 129,current eyeGaze_left: Position (-0.03301566, 0.6335205, 0.02384637), Orientation(0.08083335, -0.02142155, -0.0335095, 0.9959339), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 143,current eyeGaze_left: Position (-0.03301566, 0.6335205, 0.02384637), Orientation(0.08083335, -0.02142155, -0.0335095, 0.9959339), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 157,current eyeGaze_left: Position (-0.03158749, 0.6336265, 0.02292925), Orientation(0.07991221, -0.02332464, -0.03468543, 0.9959252), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 170,current eyeGaze_left: Position (-0.03158749, 0.6336265, 0.02292925), Orientation(0.07991221, -0.02332464, -0.03468543, 0.9959252), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 186,current eyeGaze_left: Position (-0.03026191, 0.6340771, 0.02197434), Orientation(0.08367565, -0.02226939, -0.03637342, 0.9955801), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 199,current eyeGaze_left: Position (-0.03026191, 0.6340771, 0.02197434), Orientation(0.08367565, -0.02226939, -0.03637342, 0.9955801), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 214,current eyeGaze_left: Position (-0.03026191, 0.6340771, 0.02197434), Orientation(0.08367565, -0.02226939, -0.03637342, 0.9955801), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 227,current eyeGaze_left: Position (-0.02913141, 0.6346235, 0.02096892), Orientation(0.09170892, -0.0153857, -0.03788496, 0.9949461), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 240,current eyeGaze_left: Position (-0.02913141, 0.6346235, 0.02096892), Orientation(0.09170892, -0.0153857, -0.03788496, 0.9949461), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 255,current eyeGaze_left: Position (-0.02823021, 0.635183, 0.01999011), Orientation(0.09238616, -0.01144933, -0.0400163, 0.9948531), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 268,current eyeGaze_left: Position (-0.02823021, 0.635183, 0.01999011), Orientation(0.09238616, -0.01144933, -0.0400163, 0.9948531), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 283,current eyeGaze_left: Position (-0.02823021, 0.635183, 0.01999011), Orientation(0.09238616, -0.01144933, -0.0400163, 0.9948531), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 296,current eyeGaze_left: Position (-0.02760528, 0.6356198, 0.01907971), Orientation(0.09080049, -0.01133625, -0.0425211, 0.9948965), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 310,current eyeGaze_left: Position (-0.02760528, 0.6356198, 0.01907971), Orientation(0.09080049, -0.01133625, -0.0425211, 0.9948965), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 324,current eyeGaze_left: Position (-0.02719567, 0.6357405, 0.01825703), Orientation(0.09015, -0.01205993, -0.0441168, 0.9948776), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 338,current eyeGaze_left: Position (-0.02719567, 0.6357405, 0.01825703), Orientation(0.09015, -0.01205993, -0.0441168, 0.9948776), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 352,current eyeGaze_left: Position (-0.02708418, 0.6356825, 0.01757403), Orientation(0.08967981, -0.01308461, -0.04524632, 0.9948565), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 365,current eyeGaze_left: Position (-0.02708418, 0.6356825, 0.01757403), Orientation(0.08967981, -0.01308461, -0.04524632, 0.9948565), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 380,current eyeGaze_left: Position (-0.02708418, 0.6356825, 0.01757403), Orientation(0.08967981, -0.01308461, -0.04524632, 0.9948565), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 393,current eyeGaze_left: Position (-0.02724831, 0.635395, 0.01711792), Orientation(0.08940028, -0.01355636, -0.04580192, 0.9948498), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 407,current eyeGaze_left: Position (-0.02724831, 0.635395, 0.01711792), Orientation(0.08940028, -0.01355636, -0.04580192, 0.9948498), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 422,current eyeGaze_left: Position (-0.02757786, 0.6350645, 0.01683617), Orientation(0.08855672, -0.01227154, -0.04531361, 0.9949644), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 435,current eyeGaze_left: Position (-0.02757786, 0.6350645, 0.01683617), Orientation(0.08855672, -0.01227154, -0.04531361, 0.9949644), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 450,current eyeGaze_left: Position (-0.02757786, 0.6350645, 0.01683617), Orientation(0.08855672, -0.01227154, -0.04531361, 0.9949644), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 463,current eyeGaze_left: Position (-0.0279707, 0.6347857, 0.01666458), Orientation(0.08828356, -0.01129055, -0.04447473, 0.995038), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 477,current eyeGaze_left: Position (-0.0279707, 0.6347857, 0.01666458), Orientation(0.08828356, -0.01129055, -0.04447473, 0.995038), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 491,current eyeGaze_left: Position (-0.02840954, 0.634447, 0.01666841), Orientation(0.09156025, -0.01221918, -0.04362192, 0.9947686), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 505,current eyeGaze_left: Position (-0.02840954, 0.634447, 0.01666841), Orientation(0.09156025, -0.01221918, -0.04362192, 0.9947686), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 520,current eyeGaze_left: Position (-0.02884686, 0.6340258, 0.01675942), Orientation(0.09198321, -0.01107389, -0.04256436, 0.9947889), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 533,current eyeGaze_left: Position (-0.02884686, 0.6340258, 0.01675942), Orientation(0.09198321, -0.01107389, -0.04256436, 0.9947889), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 548,current eyeGaze_left: Position (-0.02884686, 0.6340258, 0.01675942), Orientation(0.09198321, -0.01107389, -0.04256436, 0.9947889), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 560,current eyeGaze_left: Position (-0.02928936, 0.63372, 0.01698592), Orientation(0.09202157, -0.01216958, -0.04061477, 0.994854), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 574,current eyeGaze_left: Position (-0.02928936, 0.63372, 0.01698592), Orientation(0.09202157, -0.01216958, -0.04061477, 0.994854), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 589,current eyeGaze_left: Position (-0.0297312, 0.63347, 0.01732295), Orientation(0.09243625, -0.01322498, -0.03784483, 0.9949114), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 602,current eyeGaze_left: Position (-0.0297312, 0.63347, 0.01732295), Orientation(0.09243625, -0.01322498, -0.03784483, 0.9949114), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 617,current eyeGaze_left: Position (-0.0297312, 0.63347, 0.01732295), Orientation(0.09243625, -0.01322498, -0.03784483, 0.9949114), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 630,current eyeGaze_left: Position (-0.03015332, 0.6332393, 0.01765923), Orientation(0.09257889, -0.01322751, -0.03586385, 0.9949715), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 644,current eyeGaze_left: Position (-0.03015332, 0.6332393, 0.01765923), Orientation(0.09257889, -0.01322751, -0.03586385, 0.9949715), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 658,current eyeGaze_left: Position (-0.03043016, 0.6330727, 0.01784992), Orientation(0.09187928, -0.01175519, -0.03458413, 0.9951001), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 671,current eyeGaze_left: Position (-0.03043016, 0.6330727, 0.01784992), Orientation(0.09187928, -0.01175519, -0.03458413, 0.9951001), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 687,current eyeGaze_left: Position (-0.03043227, 0.6329861, 0.01800274), Orientation(0.09177072, -0.01169133, -0.03346334, 0.9951492), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 699,current eyeGaze_left: Position (-0.03043227, 0.6329861, 0.01800274), Orientation(0.09177072, -0.01169133, -0.03346334, 0.9951492), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 714,current eyeGaze_left: Position (-0.03043227, 0.6329861, 0.01800274), Orientation(0.09177072, -0.01169133, -0.03346334, 0.9951492), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 727,current eyeGaze_left: Position (-0.03034994, 0.6330573, 0.01796389), Orientation(0.09102155, -0.01271185, -0.03371517, 0.9951969), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 741,current eyeGaze_left: Position (-0.03034994, 0.6330573, 0.01796389), Orientation(0.09102155, -0.01271185, -0.03371517, 0.9951969), Confidence: 0.9980469

Timestamp: 2/3/2025 10:09:38 PM, Millisecond: 756,current eyeGaze_left: Position (-0.03017966, 0.6331897, 0.01781237), Orientation(0.08942669, -0.01293799, -0.03441416, 0.9953147), Confidence: 0.9980469

