Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 13,current eyeGaze_left: Position (-0.247307, 1.083102, 0.07845307), Orientation(0.04563448, -0.07514642, 0.01349625, 0.9960363), Confidence: 0.5
Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 248,current eyeGaze_left: Position (-0.2470277, 1.081559, 0.0774663), Orientation(0.04246356, -0.07005967, 0.01392984, 0.9965413), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 263,current eyeGaze_left: Position (-0.2469189, 1.081564, 0.07733105), Orientation(0.04673513, -0.06995308, 0.01396992, 0.9963571), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 276,current eyeGaze_left: Position (-0.2469189, 1.081564, 0.07733105), Orientation(0.04673513, -0.06995308, 0.01396992, 0.9963571), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 291,current eyeGaze_left: Position (-0.2469189, 1.081564, 0.07733105), Orientation(0.04673513, -0.06995308, 0.01396992, 0.9963571), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 304,current eyeGaze_left: Position (-0.2467834, 1.081693, 0.07727998), Orientation(0.04703943, -0.0697398, 0.01369329, 0.9963614), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 319,current eyeGaze_left: Position (-0.2467834, 1.081693, 0.07727998), Orientation(0.04703943, -0.0697398, 0.01369329, 0.9963614), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 332,current eyeGaze_left: Position (-0.2465444, 1.081884, 0.07733106), Orientation(0.04634619, -0.06966383, 0.01342553, 0.996403), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 345,current eyeGaze_left: Position (-0.2465444, 1.081884, 0.07733106), Orientation(0.04634619, -0.06966383, 0.01342553, 0.996403), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 360,current eyeGaze_left: Position (-0.2462845, 1.082201, 0.07748976), Orientation(0.04722222, -0.07025493, 0.01321282, 0.9963231), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 373,current eyeGaze_left: Position (-0.2462845, 1.082201, 0.07748976), Orientation(0.04722222, -0.07025493, 0.01321282, 0.9963231), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 389,current eyeGaze_left: Position (-0.2462845, 1.082201, 0.07748976), Orientation(0.04722222, -0.07025493, 0.01321282, 0.9963231), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 402,current eyeGaze_left: Position (-0.2460503, 1.082627, 0.07768317), Orientation(0.04804623, -0.06685851, 0.01308577, 0.9965191), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 415,current eyeGaze_left: Position (-0.2460503, 1.082627, 0.07768317), Orientation(0.04804623, -0.06685851, 0.01308577, 0.9965191), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 429,current eyeGaze_left: Position (-0.2458559, 1.083051, 0.07796565), Orientation(0.04929273, -0.06695689, 0.01287995, 0.9964545), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 443,current eyeGaze_left: Position (-0.2458559, 1.083051, 0.07796565), Orientation(0.04929273, -0.06695689, 0.01287995, 0.9964545), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 457,current eyeGaze_left: Position (-0.2458559, 1.083051, 0.07796565), Orientation(0.04929273, -0.06695689, 0.01287995, 0.9964545), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 470,current eyeGaze_left: Position (-0.2457235, 1.083537, 0.07826082), Orientation(0.04480308, -0.06735747, 0.01244399, 0.9966447), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 485,current eyeGaze_left: Position (-0.2457235, 1.083537, 0.07826082), Orientation(0.04480308, -0.06735747, 0.01244399, 0.9966447), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 499,current eyeGaze_left: Position (-0.2456204, 1.083774, 0.07865567), Orientation(0.04528495, -0.06721247, 0.01224001, 0.9966354), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 512,current eyeGaze_left: Position (-0.2456204, 1.083774, 0.07865567), Orientation(0.04528495, -0.06721247, 0.01224001, 0.9966354), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 528,current eyeGaze_left: Position (-0.2455408, 1.083886, 0.0790651), Orientation(0.04587425, -0.06677614, 0.01226921, 0.9966373), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 541,current eyeGaze_left: Position (-0.2455408, 1.083886, 0.0790651), Orientation(0.04587425, -0.06677614, 0.01226921, 0.9966373), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 556,current eyeGaze_left: Position (-0.2455408, 1.083886, 0.0790651), Orientation(0.04587425, -0.06677614, 0.01226921, 0.9966373), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 569,current eyeGaze_left: Position (-0.2454636, 1.084038, 0.07937272), Orientation(0.04594898, -0.06502851, 0.01224299, 0.9967498), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 583,current eyeGaze_left: Position (-0.2454636, 1.084038, 0.07937272), Orientation(0.04594898, -0.06502851, 0.01224299, 0.9967498), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 597,current eyeGaze_left: Position (-0.2453625, 1.084101, 0.07963043), Orientation(0.04597804, -0.06219961, 0.01212072, 0.9969305), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 610,current eyeGaze_left: Position (-0.2453625, 1.084101, 0.07963043), Orientation(0.04597804, -0.06219961, 0.01212072, 0.9969305), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 625,current eyeGaze_left: Position (-0.2452279, 1.084058, 0.07983248), Orientation(0.04348614, -0.06132505, 0.0119132, 0.997099), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 638,current eyeGaze_left: Position (-0.2452279, 1.084058, 0.07983248), Orientation(0.04348614, -0.06132505, 0.0119132, 0.997099), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 653,current eyeGaze_left: Position (-0.2452279, 1.084058, 0.07983248), Orientation(0.04348614, -0.06132505, 0.0119132, 0.997099), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 666,current eyeGaze_left: Position (-0.2451347, 1.083914, 0.07998773), Orientation(0.04307981, -0.0616281, 0.01176218, 0.9970998), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 680,current eyeGaze_left: Position (-0.2451347, 1.083914, 0.07998773), Orientation(0.04307981, -0.0616281, 0.01176218, 0.9970998), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 695,current eyeGaze_left: Position (-0.2450913, 1.083856, 0.08007002), Orientation(0.04366238, -0.05990056, 0.01187951, 0.9971783), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 708,current eyeGaze_left: Position (-0.2450913, 1.083856, 0.08007002), Orientation(0.04366238, -0.05990056, 0.01187951, 0.9971783), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 723,current eyeGaze_left: Position (-0.245113, 1.083905, 0.08012254), Orientation(0.04379785, -0.05975161, 0.01185653, 0.9971817), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 736,current eyeGaze_left: Position (-0.245113, 1.083905, 0.08012254), Orientation(0.04379785, -0.05975161, 0.01185653, 0.9971817), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 750,current eyeGaze_left: Position (-0.245113, 1.083905, 0.08012254), Orientation(0.04379785, -0.05975161, 0.01185653, 0.9971817), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 764,current eyeGaze_left: Position (-0.2452244, 1.083907, 0.08020557), Orientation(0.04233714, -0.05498204, 0.01189343, 0.9975184), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 778,current eyeGaze_left: Position (-0.2452244, 1.083907, 0.08020557), Orientation(0.04233714, -0.05498204, 0.01189343, 0.9975184), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 792,current eyeGaze_left: Position (-0.2453229, 1.084015, 0.08025169), Orientation(0.04252692, -0.0545903, 0.01203658, 0.9975302), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 806,current eyeGaze_left: Position (-0.2453229, 1.084015, 0.08025169), Orientation(0.04252692, -0.0545903, 0.01203658, 0.9975302), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 821,current eyeGaze_left: Position (-0.2453229, 1.084015, 0.08025169), Orientation(0.04252692, -0.0545903, 0.01203658, 0.9975302), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 834,current eyeGaze_left: Position (-0.2454388, 1.084139, 0.08028173), Orientation(0.04294439, -0.0547285, 0.01212965, 0.9975037), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 847,current eyeGaze_left: Position (-0.2454388, 1.084139, 0.08028173), Orientation(0.04294439, -0.0547285, 0.01212965, 0.9975037), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 862,current eyeGaze_left: Position (-0.2455939, 1.084254, 0.08028138), Orientation(0.04337357, -0.05434221, 0.01225119, 0.9975048), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 875,current eyeGaze_left: Position (-0.2455939, 1.084254, 0.08028138), Orientation(0.04337357, -0.05434221, 0.01225119, 0.9975048), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 890,current eyeGaze_left: Position (-0.2455939, 1.084254, 0.08028138), Orientation(0.04337357, -0.05434221, 0.01225119, 0.9975048), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 903,current eyeGaze_left: Position (-0.2457376, 1.084287, 0.08025847), Orientation(0.03063471, -0.02890013, 0.01335751, 0.9990234), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 918,current eyeGaze_left: Position (-0.2457376, 1.084287, 0.08025847), Orientation(0.03063471, -0.02890013, 0.01335751, 0.9990234), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 931,current eyeGaze_left: Position (-0.2458861, 1.084266, 0.08021796), Orientation(0.005481577, 0.007460215, 0.01441668, 0.9998534), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 945,current eyeGaze_left: Position (-0.2458861, 1.084266, 0.08021796), Orientation(0.005481577, 0.007460215, 0.01441668, 0.9998534), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 960,current eyeGaze_left: Position (-0.2460342, 1.08416, 0.08015686), Orientation(0.004821139, 0.009899598, 0.01465978, 0.9998319), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 973,current eyeGaze_left: Position (-0.2460342, 1.08416, 0.08015686), Orientation(0.004821139, 0.009899598, 0.01465978, 0.9998319), Confidence: 0.5

Timestamp: 11/2/2024 6:13:19 PM, Millisecond: 988,current eyeGaze_left: Position (-0.2460342, 1.08416, 0.08015686), Orientation(0.004821139, 0.009899598, 0.01465978, 0.9998319), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 1,current eyeGaze_left: Position (-0.2460957, 1.084081, 0.08010621), Orientation(0.003607913, 0.01000831, 0.01478323, 0.9998342), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 15,current eyeGaze_left: Position (-0.2460957, 1.084081, 0.08010621), Orientation(0.003607913, 0.01000831, 0.01478323, 0.9998342), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 29,current eyeGaze_left: Position (-0.2461058, 1.084005, 0.08008669), Orientation(0.003316269, 0.01229338, 0.01486306, 0.9998084), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 43,current eyeGaze_left: Position (-0.2461058, 1.084005, 0.08008669), Orientation(0.003316269, 0.01229338, 0.01486306, 0.9998084), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 57,current eyeGaze_left: Position (-0.2460648, 1.084087, 0.08013776), Orientation(0.004700624, 0.01255973, 0.01495536, 0.9997983), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 71,current eyeGaze_left: Position (-0.2460648, 1.084087, 0.08013776), Orientation(0.004700624, 0.01255973, 0.01495536, 0.9997983), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 85,current eyeGaze_left: Position (-0.2460648, 1.084087, 0.08013776), Orientation(0.004700624, 0.01255973, 0.01495536, 0.9997983), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 99,current eyeGaze_left: Position (-0.2460132, 1.084162, 0.0802018), Orientation(0.004891813, 0.01309669, 0.01501524, 0.9997896), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 113,current eyeGaze_left: Position (-0.2460132, 1.084162, 0.0802018), Orientation(0.004891813, 0.01309669, 0.01501524, 0.9997896), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 127,current eyeGaze_left: Position (-0.2459524, 1.084281, 0.08032003), Orientation(0.004978074, 0.01499011, 0.01485089, 0.9997649), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 140,current eyeGaze_left: Position (-0.2459524, 1.084281, 0.08032003), Orientation(0.004978074, 0.01499011, 0.01485089, 0.9997649), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 153,current eyeGaze_left: Position (-0.2459524, 1.084281, 0.08032003), Orientation(0.004978074, 0.01499011, 0.01485089, 0.9997649), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 167,current eyeGaze_left: Position (-0.245894, 1.084426, 0.08048575), Orientation(0.004846315, 0.01573825, 0.01479601, 0.9997549), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 182,current eyeGaze_left: Position (-0.245894, 1.084426, 0.08048575), Orientation(0.004846315, 0.01573825, 0.01479601, 0.9997549), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 196,current eyeGaze_left: Position (-0.245836, 1.084549, 0.08066452), Orientation(0.005338868, 0.01589622, 0.01482236, 0.9997496), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 209,current eyeGaze_left: Position (-0.245836, 1.084549, 0.08066452), Orientation(0.005338868, 0.01589622, 0.01482236, 0.9997496), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 224,current eyeGaze_left: Position (-0.2458162, 1.084643, 0.08084322), Orientation(0.006137075, -0.01512831, 0.01307032, 0.9997814), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 237,current eyeGaze_left: Position (-0.2458162, 1.084643, 0.08084322), Orientation(0.006137075, -0.01512831, 0.01307032, 0.9997814), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 251,current eyeGaze_left: Position (-0.2458162, 1.084643, 0.08084322), Orientation(0.006137075, -0.01512831, 0.01307032, 0.9997814), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 265,current eyeGaze_left: Position (-0.2458148, 1.084787, 0.08098338), Orientation(0.007035817, -0.04307228, 0.01156688, 0.9989804), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 280,current eyeGaze_left: Position (-0.2458148, 1.084787, 0.08098338), Orientation(0.007035817, -0.04307228, 0.01156688, 0.9989804), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 294,current eyeGaze_left: Position (-0.2458402, 1.084816, 0.08108842), Orientation(0.008164829, -0.04376534, 0.01173026, 0.9989397), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 305,current eyeGaze_left: Position (-0.2458402, 1.084816, 0.08108842), Orientation(0.008164829, -0.04376534, 0.01173026, 0.9989397), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 320,current eyeGaze_left: Position (-0.2458402, 1.084816, 0.08108842), Orientation(0.008164829, -0.04376534, 0.01173026, 0.9989397), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 333,current eyeGaze_left: Position (-0.2458992, 1.084775, 0.08118661), Orientation(0.007972449, -0.0447905, 0.01162384, 0.9988969), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 347,current eyeGaze_left: Position (-0.2458992, 1.084775, 0.08118661), Orientation(0.007972449, -0.0447905, 0.01162384, 0.9988969), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 361,current eyeGaze_left: Position (-0.2459741, 1.084751, 0.08123599), Orientation(0.008142798, -0.04456457, 0.01158146, 0.9989061), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 374,current eyeGaze_left: Position (-0.2459741, 1.084751, 0.08123599), Orientation(0.008142798, -0.04456457, 0.01158146, 0.9989061), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 390,current eyeGaze_left: Position (-0.2459741, 1.084751, 0.08123599), Orientation(0.008142798, -0.04456457, 0.01158146, 0.9989061), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 403,current eyeGaze_left: Position (-0.2460302, 1.084751, 0.0812903), Orientation(0.008008949, -0.04453031, 0.0116352, 0.9989084), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 418,current eyeGaze_left: Position (-0.2460302, 1.084751, 0.0812903), Orientation(0.008008949, -0.04453031, 0.0116352, 0.9989084), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 431,current eyeGaze_left: Position (-0.2460809, 1.084766, 0.0813482), Orientation(0.005473273, -0.04439065, 0.01170637, 0.9989308), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 445,current eyeGaze_left: Position (-0.2460809, 1.084766, 0.0813482), Orientation(0.005473273, -0.04439065, 0.01170637, 0.9989308), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 459,current eyeGaze_left: Position (-0.246151, 1.084882, 0.08143772), Orientation(0.005744781, -0.04243354, 0.0118958, 0.9990121), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 472,current eyeGaze_left: Position (-0.246151, 1.084882, 0.08143772), Orientation(0.005744781, -0.04243354, 0.0118958, 0.9990121), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 488,current eyeGaze_left: Position (-0.246151, 1.084882, 0.08143772), Orientation(0.005744781, -0.04243354, 0.0118958, 0.9990121), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 501,current eyeGaze_left: Position (-0.2462702, 1.084937, 0.08150358), Orientation(0.005997527, -0.04209547, 0.01202559, 0.9990233), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 515,current eyeGaze_left: Position (-0.2462702, 1.084937, 0.08150358), Orientation(0.005997527, -0.04209547, 0.01202559, 0.9990233), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 529,current eyeGaze_left: Position (-0.2464288, 1.085046, 0.08155742), Orientation(0.006383766, -0.04094689, 0.01216134, 0.9990671), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 542,current eyeGaze_left: Position (-0.2464288, 1.085046, 0.08155742), Orientation(0.006383766, -0.04094689, 0.01216134, 0.9990671), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 557,current eyeGaze_left: Position (-0.2464288, 1.085046, 0.08155742), Orientation(0.006383766, -0.04094689, 0.01216134, 0.9990671), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 570,current eyeGaze_left: Position (-0.2466068, 1.085151, 0.08160961), Orientation(0.007015205, -0.04102449, 0.01240555, 0.9990566), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 585,current eyeGaze_left: Position (-0.2466068, 1.085151, 0.08160961), Orientation(0.007015205, -0.04102449, 0.01240555, 0.9990566), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 598,current eyeGaze_left: Position (-0.2467298, 1.085274, 0.08168696), Orientation(0.0196567, -0.06084416, 0.01188476, 0.997883), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 613,current eyeGaze_left: Position (-0.2467298, 1.085274, 0.08168696), Orientation(0.0196567, -0.06084416, 0.01188476, 0.997883), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 626,current eyeGaze_left: Position (-0.2468141, 1.085415, 0.08177135), Orientation(0.07569042, -0.08738662, 0.0123611, 0.9932179), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 639,current eyeGaze_left: Position (-0.2468141, 1.085415, 0.08177135), Orientation(0.07569042, -0.08738662, 0.0123611, 0.9932179), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 654,current eyeGaze_left: Position (-0.2468141, 1.085415, 0.08177135), Orientation(0.07569042, -0.08738662, 0.0123611, 0.9932179), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 667,current eyeGaze_left: Position (-0.2468518, 1.085643, 0.0818274), Orientation(0.09913029, -0.08806643, 0.0134211, 0.9910789), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 682,current eyeGaze_left: Position (-0.2468518, 1.085643, 0.0818274), Orientation(0.09913029, -0.08806643, 0.0134211, 0.9910789), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 696,current eyeGaze_left: Position (-0.246917, 1.085869, 0.08189882), Orientation(0.1004516, -0.0881386, 0.01370335, 0.9909356), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 709,current eyeGaze_left: Position (-0.246917, 1.085869, 0.08189882), Orientation(0.1004516, -0.0881386, 0.01370335, 0.9909356), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 723,current eyeGaze_left: Position (-0.2470482, 1.086161, 0.08199765), Orientation(0.1014471, -0.08839501, 0.01398612, 0.9908074), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 737,current eyeGaze_left: Position (-0.2470482, 1.086161, 0.08199765), Orientation(0.1014471, -0.08839501, 0.01398612, 0.9908074), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 751,current eyeGaze_left: Position (-0.2470482, 1.086161, 0.08199765), Orientation(0.1014471, -0.08839501, 0.01398612, 0.9908074), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 765,current eyeGaze_left: Position (-0.2472539, 1.086379, 0.08218505), Orientation(0.09847914, -0.08659139, 0.0143078, 0.9912613), Confidence: 0.5

Timestamp: 11/2/2024 6:13:20 PM, Millisecond: 780,current eyeGaze_left: Position (-0.2472539, 1.086379, 0.08218505), Orientation(0.09847914, -0.08659139, 0.0143078, 0.9912613), Confidence: 0.5

